Problem Number,First Solution Time (s),All Solutions Time (s),Number of Solutions
149,0.000849,12.5911,1
150,0.016244,12.4739,6
151,0.002537,12.4492,2
152,0.505173,12.4593,23
153,0.000830,12.5051,1
154,0.003421,12.4669,4
155,0.221393,12.3385,9
156,0.068418,12.5915,6
157,0.305236,12.5831,41
158,1.854866,12.4069,29
159,0.001125,12.0625,1
160,0.468001,12.3937,18
161,0.378736,12.284,10
162,0.177045,13.1715,5
163,0.004506,12.9325,6
164,1.265281,12.0485,26
165,1.982911,12.678,40
166,0.094137,12.7415,3
167,0.052498,12.281,2
168,1.985734,12.2306,36
169,0.119114,12.3305,16
170,1.151090,12.5699,26
171,0.141787,12.1998,7
172,0.088964,12.73,7
173,0.981930,12.4707,25
174,1.279903,12.6162,13
175,0.037137,12.4207,4
176,0.009292,12.9097,4
177,0.856084,12.6164,30
178,0.441888,12.8319,33
179,0.078272,12.8184,6
180,0.027597,12.5243,3
181,0.001416,12.3269,2
182,0.000044,12.6808,1
183,0.340049,13.1756,19
184,0.750750,12.6086,4
185,0.237402,12.5508,16
186,0.001283,12.1225,1
187,0.000489,13.2223,1
188,0.086136,12.5621,10
189,0.100133,12.618,15
190,0.009079,12.3515,1
191,0.510978,12.707,28
192,0.001031,12.9097,1
193,0.000499,12.8715,1
194,0.001105,12.3377,1
195,0.543656,12.3654,8
196,0.115664,13.3044,1
197,0.010028,12.582,1
198,0.034514,12.9109,6
199,0.003191,12.7058,2
200,0.021756,12.5587,1
201,0.049208,12.4496,6
202,0.007541,12.0222,1
203,0.539518,12.951,25
204,0.030825,12.1978,4
205,0.012793,12.1136,2
206,0.370442,12.332,25
207,1.281181,11.9348,36
208,0.088965,12.6427,13
209,0.314890,12.6649,23
210,0.014629,13.0101,2
211,0.419000,12.4239,10
212,0.126771,12.7325,1
213,2.091802,13.2547,35
214,1.123365,13.0783,42
215,0.005419,12.9185,7
216,0.021723,12.1519,4
217,0.150287,12.2508,1
218,0.111190,11.7467,2
219,0.197430,12.754,23
220,0.000992,12.3013,1
221,0.000424,12.6157,3
222,0.826562,12.1481,43
223,0.000625,12.153,1
224,0.025801,12.105,4
225,0.001924,12.654,1
226,0.361243,12.1859,6
227,0.251648,12.3576,20
228,0.000431,12.5187,2
229,0.206050,12.5485,12
230,0.009672,12.3072,1
231,0.047376,12.2521,23
232,0.477098,12.5846,40
233,0.003044,12.268,3
234,0.003375,12.623,1
235,0.003338,12.5362,2
236,0.000406,12.257,5
237,0.360539,12.3358,39
238,0.231922,12.6242,49
239,0.000641,12.0161,1
240,0.245958,12.3638,28
241,0.004461,12.631,2
242,0.000310,12.677,2
243,0.001043,12.2944,1
244,0.036453,12.2932,12
245,0.136437,12.5176,18
246,0.031991,12.5288,20
247,0.010826,12.4005,3
248,0.208886,12.7532,13
249,1.171843,12.3405,49
250,0.015181,12.3705,14
251,0.013787,12.3576,10
252,0.038498,12.3132,7
253,0.000621,13.0608,1
254,0.005133,12.394,8
255,1.584325,11.9889,43
256,0.000879,12.8816,1
257,2.059264,12.4935,28
258,0.001034,12.3735,5
259,0.322556,12.2667,18
260,0.000943,13.0541,2
261,0.571475,12.2018,17
262,0.000102,12.374,1
263,0.417633,12.3142,16
264,0.032791,12.7041,3
265,0.371203,12.6334,23
266,1.529249,12.5342,27
267,1.010026,11.9002,24
268,0.962257,12.1924,26
269,0.000059,12.0995,1
270,0.444407,12.8265,20
271,0.249642,13.1567,13
272,2.205602,12.4637,29
273,0.029029,12.7228,1
274,0.154917,11.613,20
275,0.211225,12.6683,16
276,0.139198,12.9203,10
277,0.008148,12.0301,2
278,0.000062,12.3893,1
279,0.401319,12.7187,24
280,0.000050,12.5781,1
281,0.822323,12.4566,21
282,0.147106,12.3214,1
283,0.344887,13.2245,15
284,0.003880,12.131,3
285,0.004958,12.5535,6
286,0.017792,12.2372,1
287,0.014126,12.0092,1
288,0.697765,13.0057,20
289,0.126376,12.1063,6
290,0.000705,12.4894,2
291,0.507421,12.7437,22
292,0.008454,12.8179,3
293,0.017613,12.6012,6
294,0.242435,13.1404,18
295,0.257718,12.6047,9
296,0.834620,12.7066,10
297,0.000704,12.3415,1
298,0.063686,12.2064,3
299,2.457044,13.1008,27
300,0.820220,12.3414,22
301,0.003155,12.615,1
302,0.000795,11.5807,1
303,0.223827,12.4974,3
304,0.167009,12.5716,8
305,0.775064,13.124,22
306,0.119071,12.6851,3
307,0.034657,12.8977,1
308,0.005839,13.1009,4
309,0.654166,12.7891,32
310,0.580671,13.0816,5
311,0.321850,12.5209,8
312,0.000797,12.4372,2
313,0.564257,12.7486,39
314,0.039785,12.6588,2
315,1.117070,13.01,26
316,0.032303,12.2818,9
317,0.001159,12.9829,1
318,0.002600,12.5422,1
319,0.128768,12.4388,19
320,0.012075,12.4559,4
321,0.015345,12.7235,5
322,0.040027,13.2793,6
323,0.548790,13.1306,29
324,0.000376,12.4778,1
325,0.010579,12.6356,5
326,0.039641,12.4571,1
327,0.031237,12.4582,4
328,0.578563,12.554,13
329,0.067042,12.6834,1
330,0.008910,12.8463,2
331,0.295005,13.6607,39
332,1.451399,13.0605,29
333,0.008096,12.561,2
334,1.063205,12.828,31
335,1.079763,12.9603,33
336,0.000574,12.7172,1
337,0.272037,13.1659,21
338,0.031614,12.8307,2
339,0.222429,13.0588,15
340,0.001209,12.3355,2
341,1.088851,11.9855,34
342,2.551171,12.9502,34
343,0.284470,13.1715,29
344,0.636339,12.2956,25
345,0.000052,12.9607,1
346,0.132360,13.5212,14
347,0.006644,12.9686,2
348,0.228009,12.7586,9
349,1.445346,13.2363,33
350,0.057284,12.9088,4
351,1.207105,12.4687,25
352,0.342513,12.6339,12
353,2.951168,12.8577,33
354,0.016047,12.3955,1
355,0.242258,12.3734,17
356,0.169680,12.9841,13
357,0.024409,13.0669,7
358,0.497983,13.2089,5
359,0.684496,12.3271,17
360,1.184050,12.3949,15
361,0.000071,12.8879,1
362,0.005156,13.2735,2
363,0.027426,12.9601,4
364,0.894684,12.9313,25
365,0.006796,12.7618,2
366,0.002061,12.6527,2
367,0.433949,13.1824,15
368,0.003858,12.2956,1
369,0.140882,13.0731,6
370,0.041982,13.261,3
371,0.345061,12.8998,4
372,1.998765,12.9095,28
373,0.424951,12.4693,10
374,0.070537,13.0354,3
375,0.053208,12.4068,4
376,0.008352,12.8351,2
377,0.199626,12.8098,12
378,0.037842,12.4777,4
379,0.185509,13.2534,7
380,0.925201,12.9728,22
381,0.493622,12.5674,4
382,0.383520,13.0004,1
383,0.000634,12.9876,1
384,1.170422,12.1346,31
385,0.438509,12.3744,21
386,4.348980,13.3331,29
387,0.228884,13.0562,5
388,1.667811,12.0968,41
389,0.670400,12.7176,19
390,1.829768,13.2807,27
391,0.001387,12.7797,1
392,0.193189,12.2012,13
393,0.070443,13.0583,11
394,0.061338,13.3123,12
395,0.653752,12.9063,38
396,0.071046,13.0967,31
397,0.112913,13.2934,6
398,0.140904,12.6013,16
399,0.178661,12.2239,18
400,0.351518,12.6767,26
401,0.054534,13.0141,5
402,0.132170,12.0761,33
403,0.737398,12.662,8
404,1.024917,12.5003,34
405,0.768528,13.3822,37
406,0.037735,12.1607,14
407,0.002096,12.6711,1
408,0.238778,13.1195,24
409,0.036136,13.4137,2
410,0.091778,13.6608,11
411,0.045345,12.7887,3
412,0.000502,13.8484,1
413,0.000643,13.0106,1
414,0.004189,12.6231,1
415,0.019302,12.8938,4
416,0.146362,12.6431,12
417,0.012656,12.4729,1
418,0.000145,12.5068,1
419,1.507340,12.9102,47
420,0.000377,12.5074,1
421,0.060598,13.1909,8
422,0.000313,12.7011,1
423,0.000565,12.7905,1
424,0.432486,12.8221,13
425,0.000559,12.2657,1
426,0.519546,12.3589,24
427,0.501206,12.5054,12
428,0.006599,13.2272,2
429,0.000111,12.6683,1
430,0.003546,12.6894,1
431,0.277288,13.0851,8
432,0.157777,12.436,1
433,0.205639,13.0301,9
434,1.168471,13.125,32
435,0.000792,12.9078,1
436,0.492683,12.2125,30
437,0.118755,12.9651,1
438,0.185812,12.6548,12
439,0.004229,13.1323,1
440,0.081309,13.2862,6
441,0.009648,12.4923,1
442,0.050538,12.3537,1
443,0.072000,12.693,9
444,0.036228,12.3667,1
445,0.532327,12.438,25
446,0.096573,12.5009,3
447,1.183604,13.0969,32
448,0.003641,13.3621,2
449,0.003994,12.2774,1
450,0.001535,12.5762,1
451,0.553981,12.7963,10
452,0.015550,12.5301,6
453,0.020785,12.545,3
454,1.809955,13.0895,33
455,0.059864,12.5809,1
456,0.442614,12.2456,6
457,0.428291,12.4294,1
458,0.550217,13.6479,19
459,0.344950,12.8327,3
460,0.005994,12.5448,1
461,0.004916,12.9772,2
462,0.834619,12.4795,32
463,0.127374,13.4598,6
464,4.670902,12.4874,22
465,1.399456,13.2222,34
466,1.576369,12.4975,31
467,4.347132,12.2611,31
468,1.810436,12.882,25
469,0.001237,12.3017,2
470,0.096219,12.9562,18
471,0.000071,12.6182,1
472,0.000027,12.5052,1
473,0.191988,12.0717,23
474,0.032654,13.2227,1
475,0.076091,12.6903,2
476,0.343198,12.3327,27
477,0.020415,12.5368,4
478,0.000571,12.8881,2
479,0.365029,12.6456,15
480,3.699962,12.6725,35
481,2.380404,12.9104,40
482,0.421330,12.6019,19
483,0.020304,12.3022,2
484,0.001307,12.2557,1
485,0.005078,12.2734,1
486,0.007574,12.549,1
487,0.284675,12.3699,13
488,1.874741,12.3485,37
489,0.090162,12.6352,7
490,0.453652,12.3727,34
491,0.000301,12.436,2
492,0.030456,12.9143,3
493,1.193108,12.5938,42
494,0.024646,12.8043,1
495,0.002872,12.434,1
496,0.538443,12.5181,34
497,0.610521,12.6245,27
498,0.023493,12.6577,4
499,0.396433,12.1744,21
500,0.503497,12.7375,31
501,0.003084,11.552,2
502,0.132669,12.3407,11
503,0.000962,12.2463,1
504,0.028641,12.7738,4
505,0.000023,12.1968,1
506,0.484158,12.9737,10
507,0.001103,12.9799,2
508,0.267980,12.185,20
509,0.537065,12.6693,25
510,0.176411,12.9295,4
511,0.000289,12.503,1
512,0.003295,12.6164,2
513,0.103109,12.6635,18
514,0.146847,12.1993,2
515,0.738417,12.5316,21
516,0.554908,12.6283,35
517,0.011637,12.7054,1
518,0.000172,12.5904,2
519,0.016012,12.5975,1
520,0.738375,13.0415,28
521,0.005128,12.7349,3
522,0.111394,12.9601,4
523,0.153518,12.5651,19
524,0.061365,12.2816,16
525,0.001108,12.8555,1
526,0.835169,12.5477,2
527,0.087609,12.4336,1
528,0.057121,12.2769,17
529,0.249166,12.5577,12
530,2.078262,12.3623,27
531,2.067608,12.7795,33
532,2.244063,12.6245,26
533,0.084702,12.612,8
534,0.696970,12.6243,9
535,0.050311,12.6019,2
536,0.388228,12.4812,18
537,0.002217,12.6217,1
538,1.087067,12.9319,17
539,0.056148,12.558,14
540,0.000588,12.6101,1
541,0.013981,12.0922,2
542,0.013580,12.8456,2
543,0.892700,12.1617,16
544,0.000525,12.3481,1
545,0.554963,13.1741,34
546,0.129564,12.3868,5
547,0.453650,11.8805,23
548,0.038671,13.401,3
549,0.001174,12.4135,1
550,0.556435,12.4528,20
551,0.365627,12.9448,10
552,0.001141,12.6513,1
553,0.000212,12.7296,1
554,0.087847,12.0625,7
555,0.119554,12.7599,14
556,0.003805,12.7583,2
557,0.000912,11.9226,1
558,0.074990,12.7747,13
559,0.414136,12.5625,4
560,1.137217,12.6387,22
561,0.187961,12.6602,26
562,0.012632,12.4322,1
563,0.360259,12.6353,15
564,1.067837,12.1804,24
565,0.018742,12.7924,1
566,0.002157,12.7967,3
567,0.001009,12.6872,1
568,0.000058,13.0749,1
569,0.000559,12.5538,2
570,0.004795,13.0441,1
571,0.203552,13.2011,10
572,0.001710,12.9811,1
573,0.569562,12.2669,26
574,0.000264,12.1726,1
575,0.364345,12.4497,18
576,0.486723,12.7786,13
577,0.216353,12.6387,2
578,2.129157,11.9789,33
579,0.000432,12.6607,1
580,0.688904,12.7528,21
581,1.076234,12.5257,26
582,0.143359,12.4174,6
583,4.541884,12.3669,32
584,0.610250,12.6745,19
585,0.143198,12.8255,1
586,0.145268,12.2726,10
587,1.516752,12.4172,25
588,0.003304,12.5789,2
589,0.000070,12.8891,1
590,0.002077,12.2382,1
591,0.355164,12.7528,2
592,1.724152,12.3837,30
593,0.111209,12.7791,5
594,0.295077,12.3671,16
595,0.003504,13.1888,2
596,0.221069,12.9058,9
597,0.000820,12.7583,1
598,0.218283,13.3709,23
599,2.220612,12.6447,37
600,0.126546,12.3708,17
601,0.005574,12.2855,1
602,0.017199,12.1799,2
603,0.001056,12.8102,1
604,0.001221,12.1313,1
605,0.162687,12.4853,32
606,0.000338,12.3319,1
607,0.000487,13.2868,1
608,0.181345,12.8396,24
609,0.051025,12.4732,4
610,0.174098,12.6533,9
611,1.148835,12.2394,25
612,0.000148,12.5548,1
613,1.263113,12.2649,16
614,0.000251,13.218,1
615,1.638717,12.0676,30
616,0.215485,13.4149,12
617,0.480147,12.225,16
618,0.996222,12.6736,28
619,1.110337,13.1351,24
620,0.002568,12.4041,1
621,0.066546,13.022,7
622,1.512557,12.2011,30
623,1.077713,12.2617,22
624,0.686836,12.4924,13
625,0.004631,12.6335,2
626,0.002161,12.5496,1
627,0.010351,12.7059,6
628,0.012883,12.6831,1
629,0.873922,13.3176,25
630,0.003175,12.0164,1
631,0.032243,11.934,1
632,0.178564,12.7224,5
633,2.018298,11.8601,22
634,0.056200,12.6374,1
635,0.561806,12.4897,17
636,0.000524,12.3071,1
637,1.014985,12.4584,19
638,2.236855,12.5026,19
639,0.129222,12.005,8
640,0.585770,12.9734,20
641,0.000169,12.2872,1
642,0.927109,12.6264,35
643,2.278755,12.4615,33
644,0.016113,12.3346,1
645,0.014276,11.8188,2
646,2.492772,12.8753,31
647,0.117223,12.3523,7
648,1.993774,12.5061,44
649,0.138029,11.7631,2
650,0.017967,12.1059,2
651,0.031829,13.346,1
652,0.023411,12.3988,4
653,0.057974,13.2061,6
654,0.283330,12.5321,16
655,1.077865,12.0035,31
656,0.002209,13.328,1
657,4.792923,12.5036,32
658,0.002545,12.5366,1
659,0.000094,13.126,1
660,0.045543,12.0479,10
661,0.048180,12.4165,1
662,0.884149,12.5302,50
663,0.847042,12.7498,35
664,1.696520,12.1379,33
665,0.000043,12.5323,1
666,0.057603,11.6456,16
667,0.328745,12.3296,39
668,0.300247,12.3219,7
669,0.001269,12.707,1
670,0.001999,12.791,1
671,0.026475,12.8876,1
672,0.186876,13.003,11
673,0.136323,12.7032,16
674,0.002126,12.0147,1
675,0.000163,12.3735,1
676,0.026716,12.5707,1
677,0.003690,12.3219,1
678,2.274098,12.4737,35
679,0.000219,12.159,1
680,0.063334,12.4523,7
681,0.520790,12.9151,6
682,0.020869,12.5151,2
683,0.019015,12.7454,1
684,0.042655,12.6669,8
685,0.014472,13.0825,2
686,0.056658,13.2406,3
687,0.919817,12.81,18
688,0.141497,12.2102,9
689,0.167213,13.1549,1
690,0.365329,12.4432,21
691,1.541089,12.5338,28
692,0.751502,12.757,22
693,0.049849,12.4848,2
694,0.021222,12.4956,3
695,0.078998,12.1525,11
696,0.450496,12.5216,6
697,0.110935,12.4845,16
698,0.382810,12.8584,18
699,0.019120,12.2331,5
700,0.109060,12.6345,4
701,0.701278,13.0931,26
702,0.158315,12.3159,1
703,0.037459,12.0611,9
704,0.060578,12.1431,3
705,0.022014,11.8511,1
706,0.000267,12.0288,1
707,0.044848,12.8171,3
708,0.000065,12.2761,1
709,0.065449,12.6526,8
710,1.132777,11.9217,23
711,0.034426,12.695,3
712,0.200587,12.5988,12
713,0.084534,13.0145,4
714,0.006607,12.9123,1
715,0.086076,12.9086,3
716,0.495767,13.4585,25
717,0.001888,12.8706,1
718,0.178723,12.8655,3
719,2.427639,13.143,22
720,0.319229,13.367,2
721,0.214129,12.6337,5
722,0.995204,13.2818,27
723,0.434644,12.7767,31
724,0.263101,12.9399,32
725,0.291165,12.5302,8
726,0.803637,13.0216,25
727,0.419581,12.2087,17
728,0.027724,12.5305,4
729,0.002247,12.2526,1
730,0.003182,11.6699,1
731,1.321832,11.7431,1
732,0.037968,11.6094,1
733,0.588325,11.2383,24
734,0.221891,11.1642,7
735,1.243375,10.5557,37
736,0.000458,10.1341,1
