Problem Number,First Solution Time (s),All Solutions Time (s),Number of Solutions
611,0.009274,13.2191,25
612,0.122942,12.8421,23
613,0.001177,12.816,15
614,0.453749,13.253,16
615,0.781411,13.0068,19
616,0.313833,13.0388,19
617,0.268297,12.3202,18
618,0.952687,12.5735,14
619,0.948245,12.9011,16
620,0.004753,13.0283,17
621,0.002159,12.1764,18
622,0.120574,12.7216,17
623,0.336577,12.4457,25
624,0.109145,12.4533,13
625,0.179471,12.7551,14
626,0.002739,12.4499,21
627,2.813914,13.2584,15
628,0.020028,12.9448,17
629,0.152973,12.9838,20
630,0.011016,12.1554,17
631,0.000312,12.8008,15
632,0.405441,12.2515,19
633,0.051710,12.5691,21
634,0.486799,13.2444,23
635,1.949903,12.1886,14
636,0.016136,12.8504,19
637,1.409363,12.8024,15
638,0.478313,13.0575,12
639,0.000163,12.589,20
640,0.001449,12.7011,16
641,0.384912,12.8968,9
642,0.159989,12.6963,19
643,0.009543,13.514,14
644,0.003062,12.3631,20
645,0.000190,12.9297,20
646,0.163512,13.0711,17
647,0.001698,12.6187,23
648,0.000056,13.0512,12
649,0.775053,12.728,20
650,1.783513,12.8097,18
651,0.255818,12.6649,13
652,0.615976,12.6855,16
653,0.697527,12.7688,15
654,0.000308,12.6992,11
655,0.229822,12.6861,21
656,1.420156,12.5951,16
657,0.168131,12.5584,19
658,0.005251,12.7647,20
659,0.280015,12.7476,22
660,0.075566,13.026,25
661,0.070840,12.3798,18
662,0.526058,12.9888,18
663,1.149421,13.454,22
664,0.346951,13.394,17
665,1.149711,12.9639,10
666,2.193494,13.1306,19
667,0.158935,12.6705,16
668,0.589385,13.5376,20
669,0.010238,12.8223,11
670,0.012805,13.1077,13
671,0.140257,12.8425,18
672,0.000486,12.3971,20
673,0.003646,12.5749,22
674,0.036266,13.2306,18
675,0.008547,12.9075,17
676,0.753485,13.6768,23
677,0.279624,12.9551,20
678,1.057656,13.502,18
679,0.622378,12.8746,22
680,0.669017,13.629,11
681,0.028164,12.9893,23
682,0.124388,13.5899,17
683,0.000054,14.2138,20
684,0.041278,13.7792,15
685,0.086374,13.6734,20
686,0.818445,13.6059,16
687,0.141555,14.5383,14
688,0.566199,13.7886,10
689,0.000073,13.774,16
690,0.000785,14.8636,15
691,0.615433,14.5159,26
692,0.000412,14.5929,20
693,0.016701,13.9356,14
694,0.110883,14.4234,23
695,0.029491,13.6416,18
696,0.339403,13.0563,18
697,0.059137,13.9055,15
698,0.119852,13.5562,22
699,0.848351,13.4365,14
700,0.003791,13.3018,13
701,0.533059,13.071,13
702,0.000656,12.9893,21
703,0.873554,13.0002,21
704,0.003270,12.5529,18
705,0.148391,12.9318,21
706,0.021765,12.0846,18
707,0.007998,12.9107,12
708,0.078578,13.2398,15
709,0.441629,12.5102,13
710,0.001671,12.5848,15
711,0.000960,12.3828,17
712,0.002021,13.5593,13
713,0.001089,12.505,18
714,0.050639,12.9578,12
715,0.671256,13.2254,12
716,0.159865,13.4612,17
717,0.127951,12.5887,16
718,0.063191,12.9901,23
719,0.349962,12.8885,16
720,2.216878,13.6542,13
721,0.000570,12.5133,14
722,0.138181,13.1812,20
723,0.000976,13.1576,18
724,0.444639,12.1061,22
725,0.000921,12.5969,10
726,0.251435,12.5369,17
727,0.100825,12.4112,25
728,1.475891,12.6874,20
729,0.483427,12.4663,15
730,0.929412,12.56,14
731,1.435671,12.8316,19
732,0.678040,12.7631,16
733,0.791346,12.1224,17
734,0.600414,12.6184,14
735,0.232610,12.0091,17
736,0.003596,12.302,20
737,2.520158,11.5229,12
738,0.013745,11.0059,16
739,0.000428,10.7165,15
740,0.000802,10.4018,11
741,0.096584,9.99189,20
742,0.000350,9.91723,22
743,0.000420,9.81433,20
