Problem Number,First Solution Time (s),All Solutions Time (s),Number of Solutions
248,1.536656,12.7893,1
249,0.000189,12.2629,1
250,0.003429,12.9049,1
251,0.002547,13.1394,1
252,0.859327,12.6795,1
253,0.376283,13.1925,1
254,4.289615,12.4843,1
255,0.000114,12.9442,2
256,0.239817,12.2738,1
257,0.009270,13.0752,1
258,0.000912,12.8297,1
259,1.576622,13.0367,1
260,1.476836,13.0096,1
261,0.000345,12.8343,1
262,3.600792,12.7938,1
263,4.196229,13.0126,1
264,4.234331,13.0613,1
265,2.508276,12.8933,1
266,1.754778,12.7595,1
267,0.153424,12.9081,1
268,2.086561,13.0614,1
269,0.000556,12.8507,1
270,0.711641,13.0256,1
271,0.380499,13.7094,1
272,0.069155,12.7048,1
273,2.637710,12.7766,1
274,2.622558,12.6144,2
275,0.978142,12.5653,1
276,0.000733,13.4123,1
277,3.126384,12.6006,1
278,3.267297,12.8034,1
279,0.004471,12.8891,1
280,0.000465,12.6131,1
281,0.892583,12.3537,1
282,0.002991,12.8096,1
283,0.000848,12.5876,1
284,0.054693,12.9392,1
285,4.184659,12.6459,1
286,0.252520,13.3874,1
287,1.489112,12.3511,1
288,0.949523,12.8933,1
289,2.541832,12.4418,1
290,0.703116,12.4719,1
291,0.702466,12.72,1
292,1.257983,12.7392,1
293,0.279204,12.9481,1
294,0.029268,13.102,1
295,0.000315,12.7609,1
296,0.857514,12.5114,1
297,0.000139,12.6531,2
298,2.193939,12.7922,1
299,0.000158,12.5408,1
300,0.358243,12.9375,1
301,0.000052,12.998,1
302,2.000494,12.5589,1
303,1.518878,12.5596,1
304,4.120672,13.2013,1
305,0.000145,12.6722,1
306,0.012611,12.7395,1
307,0.000115,13.0817,1
308,0.120183,12.4982,2
309,0.856350,13.0208,1
310,0.287930,13.5088,1
311,2.868406,12.7926,1
312,0.001379,13.2373,1
313,0.001785,13.9599,1
314,0.066632,12.7748,1
315,0.881188,13.0917,1
316,0.018199,13.1545,1
317,3.575663,13.5505,1
318,0.002391,13.1521,1
319,5.427413,14.0602,1
320,0.002855,12.5064,1
321,0.076824,12.7626,1
322,0.135266,12.0975,1
323,0.002463,12.7323,1
324,4.619033,12.9305,1
325,0.001201,12.9836,1
326,2.755879,12.675,1
327,0.005022,12.8284,1
328,0.554704,12.8476,1
329,2.838506,12.5999,1
330,1.331946,12.9192,1
331,0.014128,12.7228,1
332,1.209466,12.8367,1
333,1.525115,12.7303,1
334,4.195902,13.5348,1
335,0.000257,12.8308,1
336,0.035686,12.7721,1
337,1.719870,12.8405,1
338,0.027090,13.1943,1
339,2.394495,13.89,1
340,2.049977,12.8828,1
341,4.503521,12.643,1
342,0.000164,12.7042,1
343,3.407214,12.8779,1
344,2.963983,12.8335,1
345,4.286520,13.2291,1
346,0.394856,13.2554,1
347,0.066967,13.0932,1
348,0.315044,12.8351,1
349,0.001234,13.1207,1
350,0.600612,13.0753,1
351,0.373688,13.2766,1
352,0.981694,12.8723,1
353,0.679284,13.3438,1
354,0.028826,13.0478,1
355,0.005422,13.3587,1
356,3.296567,14.0995,1
357,0.313033,13.7143,1
358,0.000126,14.0088,1
359,4.074645,13.7136,1
360,0.002447,13.8195,1
361,0.139460,14.2215,1
362,0.688709,13.2407,1
363,1.014051,13.8484,1
364,3.982162,13.316,1
365,3.041171,13.3597,1
366,0.225782,13.0589,1
367,0.000430,12.858,1
368,4.206842,13.1008,1
369,0.058920,13.3372,1
370,0.005910,12.7076,1
371,0.000876,13.0919,1
372,0.000418,12.9591,1
373,0.172233,12.5993,1
374,0.000157,12.6916,1
375,0.594730,12.8475,1
376,0.481153,12.6783,1
377,0.002095,13.05,1
378,0.115821,12.9334,1
379,0.035277,13.3666,1
380,0.043042,12.6964,1
381,0.662116,12.8101,1
382,1.778082,13.7648,1
383,0.000980,13.1787,1
384,2.124276,12.8555,1
385,0.012430,12.5939,1
386,0.712217,13.0001,1
387,0.627376,12.963,1
388,2.775876,13.3387,1
389,5.293470,13.4781,1
390,0.000386,13.0119,1
391,0.004767,13.128,1
392,0.424936,12.2554,1
393,0.408213,13.1247,1
394,1.307303,12.8965,1
395,3.336320,13.1772,1
396,0.009798,13.4736,1
397,3.425020,13.3372,1
398,3.892050,13.5834,1
399,0.465676,12.7787,1
400,0.153158,13.3921,1
401,0.299994,12.4137,1
402,0.425313,12.6886,1
403,1.558934,12.4223,1
404,0.001742,13.0577,1
405,0.554458,12.9543,1
406,0.000860,12.8265,1
407,0.007253,12.6982,1
408,3.775469,13.0991,1
409,0.000100,13.0691,1
410,3.162697,13.3079,1
411,3.078659,12.796,1
412,1.544513,12.816,1
413,0.000033,12.9292,1
414,0.000565,12.4487,1
415,0.289412,12.8804,1
416,0.002927,12.3982,1
417,3.989983,12.4956,1
418,0.826106,12.6564,1
419,0.321575,12.7656,1
420,0.118253,12.2269,1
421,0.006679,12.4649,1
422,0.001264,12.8998,1
423,3.642180,12.7688,1
424,1.642358,13.3583,1
425,0.641790,12.8795,1
426,0.007241,12.9539,1
427,0.004030,13.0087,1
428,0.898401,12.7757,1
429,0.176455,12.4257,1
430,0.000593,13.227,1
431,5.098043,12.5887,1
432,0.033546,12.8654,1
433,0.020171,13.1506,1
434,1.084836,12.9436,1
435,1.345090,12.9764,1
436,2.244936,12.3568,1
437,0.000944,12.7559,1
438,2.222824,13.5084,1
439,0.001276,13.1393,1
440,0.000235,12.5022,1
441,5.158216,13.36,1
442,0.033958,13.0272,1
443,1.097299,13.0723,1
444,0.821208,12.7723,1
445,0.050960,13.18,1
446,0.085236,13.2687,1
447,3.892673,12.6858,1
448,0.288175,12.4239,1
449,0.813768,12.8324,1
450,0.000447,11.8008,1
451,0.910523,12.475,1
452,0.329985,12.0225,1
453,0.001859,12.2624,1
454,1.033052,12.6336,1
455,0.124341,12.4757,1
456,1.239180,12.3955,1
457,0.102826,12.3195,1
458,0.093671,12.8435,1
459,0.003898,12.4832,1
460,0.111610,12.2949,1
461,0.077131,12.3613,1
462,2.484793,13.1339,1
463,0.603088,12.4314,1
464,0.118689,12.9537,1
465,4.205004,12.7891,1
466,3.412987,12.9116,1
467,0.000585,12.7852,1
468,0.224037,11.797,1
469,0.000190,12.5263,1
470,0.159174,12.097,1
471,0.989208,12.2635,1
472,4.305200,12.7872,1
473,0.427542,12.2828,1
474,2.193565,12.5185,1
475,0.096539,12.0783,1
476,0.270447,11.7846,1
477,0.002577,12.5357,1
478,1.786060,12.782,1
479,2.740228,12.5015,1
480,0.091293,12.837,1
481,1.500767,12.0028,1
482,1.545065,12.6436,1
483,2.092145,12.8061,1
484,0.007724,12.9648,1
485,1.994305,12.8975,1
486,0.394432,12.7843,1
487,0.434534,12.4152,1
488,0.000136,12.4975,1
489,2.538371,12.772,1
490,3.804500,12.6901,1
491,0.000562,13.3076,1
492,0.000051,12.4179,1
493,1.577552,12.8874,1
494,0.084745,12.7288,1
495,0.025532,12.363,1
496,4.274231,12.8873,1
497,0.006180,12.5358,1
498,0.992839,12.913,1
499,0.014210,12.0884,1
500,3.898610,11.9291,1
501,0.000318,12.4232,1
502,0.010362,12.0312,1
503,1.165661,12.6356,1
504,1.062321,12.6781,1
505,0.826713,12.7308,1
506,0.005122,12.2118,1
507,0.022132,12.2121,1
508,0.732810,12.6928,1
509,3.146656,12.374,1
510,0.000346,12.5463,1
511,0.148462,12.9827,1
512,0.000974,12.4855,1
513,0.028728,12.4332,1
514,0.764802,12.752,1
515,0.000950,12.8184,1
516,0.111231,12.1614,1
517,0.038619,12.5169,1
518,0.000960,12.5756,1
519,0.038048,12.9807,1
520,0.004068,12.5988,1
521,0.006161,12.4666,1
522,0.020378,12.5199,1
523,0.000780,13.3541,1
524,0.010597,13.0088,1
525,0.127944,11.8483,1
526,0.058754,12.3189,1
527,4.526827,12.2316,1
528,0.176565,12.991,1
529,0.056739,12.3476,1
530,3.082731,13.0075,1
531,0.254733,12.7713,1
532,0.288075,13.0584,1
533,0.001525,12.8992,1
534,0.067881,12.6949,1
535,0.000192,12.925,1
536,3.592923,12.6807,1
537,0.002615,11.8824,1
538,0.041349,13.0108,1
539,0.012241,12.9348,1
540,0.276260,13.0777,1
541,3.197044,12.5872,1
542,0.000572,13.1558,1
543,0.000097,12.8906,1
544,2.836391,12.6195,1
545,0.029697,12.5568,1
546,0.100737,12.6968,1
547,4.340523,13.1298,1
548,0.043574,12.9893,1
549,0.049834,12.8387,1
550,0.002288,13.2339,1
551,1.483981,13.3221,1
552,0.720532,12.8889,1
553,0.001061,12.968,2
554,0.000137,13.0722,1
555,2.883818,12.8992,1
556,0.008505,12.9613,1
557,0.497885,12.6946,1
558,0.000126,12.9201,1
559,1.300260,12.9976,1
560,0.413747,13.2011,1
561,2.585933,12.8333,1
562,4.205820,12.3608,1
563,0.113449,13.2239,1
564,0.002432,12.6082,1
565,0.202714,12.4306,1
566,0.001803,12.4671,1
567,0.505563,12.6159,1
568,0.224551,12.5241,1
569,0.000132,12.355,1
570,3.622915,12.6244,1
571,0.034285,13.2972,1
572,0.002758,12.9645,1
573,0.924756,13.313,1
574,0.911960,12.8266,1
575,0.588248,12.6717,1
576,2.470579,12.6216,1
577,1.033127,13.5767,1
578,0.920515,12.2954,1
579,0.016840,12.54,1
580,0.214424,12.4724,1
581,0.000042,13.0814,1
582,0.074971,13.4968,1
583,0.361044,13.0723,1
584,0.089932,12.6829,1
585,0.000298,12.7699,1
586,0.104924,12.6777,1
587,1.647045,12.4499,2
588,4.213322,12.5551,1
589,2.572703,12.5409,1
590,0.707383,12.5763,1
591,0.439359,12.5651,1
592,2.461471,12.2143,1
593,0.204323,12.0784,1
594,0.001579,11.7635,1
595,0.000757,12.2827,1
596,0.000383,12.6287,1
597,0.006199,12.8849,1
598,3.330709,12.8594,1
599,1.082429,12.6676,1
600,0.000981,12.5783,1
601,1.772685,12.823,1
602,0.001901,13.0091,1
603,4.759322,12.7063,1
604,1.129231,12.715,1
605,0.988993,13.178,1
606,2.086186,12.8256,1
607,0.002761,12.4779,1
608,0.132678,12.5356,1
609,1.406496,13.1541,1
610,0.000340,12.4221,1
611,0.327870,12.326,1
612,0.116905,12.3189,1
613,0.003591,13.4668,1
614,0.123655,12.8464,1
615,0.010709,13.1197,1
616,3.004519,12.2813,1
617,0.001441,12.7818,1
618,0.001287,13.3161,1
619,0.000059,12.3779,1
620,0.010315,13.027,1
621,0.000047,13.4036,1
622,0.000597,12.7907,1
623,0.147969,13.0627,1
624,0.277091,13.1796,1
625,0.030301,13.4813,1
626,0.222229,13.2641,1
627,0.002555,13.5138,1
628,0.007536,12.7469,1
629,0.326685,12.9223,1
630,0.002143,12.4622,1
631,1.459824,12.6035,1
632,1.405248,12.9826,1
633,0.000668,12.7668,1
634,0.132514,12.7936,1
635,1.456879,12.5359,1
636,2.993828,13.1759,1
637,2.827333,13.3732,1
638,0.000691,13.0069,1
639,0.001192,12.0768,1
640,0.000108,12.5393,1
641,4.558545,12.9231,1
642,0.000280,12.5375,1
643,0.009587,12.4436,1
644,0.048767,11.9448,1
645,2.876648,12.7625,1
646,0.000810,12.7072,1
647,4.629035,11.9534,1
648,0.503557,12.9209,1
649,3.240892,12.4276,1
650,0.038144,12.6307,1
651,0.894485,12.3434,1
652,0.000586,12.085,1
653,0.008575,13.1546,1
654,0.337717,12.4531,1
655,3.114570,12.664,1
656,0.028851,12.1779,1
657,2.148298,12.5781,1
658,0.622755,13.0854,1
659,2.207653,12.5447,1
660,0.001241,12.7249,1
661,0.001061,12.4757,1
662,0.073131,12.3862,1
663,4.147735,12.8989,1
664,2.647920,12.697,1
665,0.000142,12.463,1
666,0.006297,12.3989,1
667,0.000771,12.6547,1
668,0.000081,12.775,1
669,4.026619,12.1523,1
670,0.001612,13.0474,1
671,2.736270,12.9731,1
672,0.003442,13.0078,1
673,0.353571,12.7594,1
674,0.003038,12.4359,1
675,0.073388,12.3512,1
676,0.000217,12.6913,1
677,0.000782,12.8097,1
678,0.076139,12.8256,1
679,0.785688,12.2311,1
680,0.427447,12.8759,1
681,2.643353,12.3109,1
682,1.621678,12.2562,1
683,0.176210,12.6664,1
684,2.567933,12.2671,1
685,0.021182,12.6571,1
686,0.010160,12.8056,1
687,0.252091,12.1935,1
688,0.033443,12.5475,1
689,1.433804,12.7204,1
690,0.069354,12.1372,1
691,2.601872,12.4933,1
692,0.003381,12.1226,1
693,3.956829,12.458,1
694,0.832411,12.8741,1
695,0.008785,12.7587,1
696,5.163591,13.0424,1
697,0.004497,12.1984,1
698,0.000156,12.9275,1
699,4.640030,12.6711,1
700,0.013469,12.8466,1
701,0.191934,12.556,1
702,2.385175,12.6368,1
703,4.982066,12.9919,1
704,4.332829,12.8759,1
705,0.127770,12.7499,1
706,0.002734,12.5119,1
707,0.000093,12.6449,1
708,1.353354,12.4265,1
709,4.402394,12.7142,1
710,0.435471,12.3545,1
711,4.702915,12.6717,1
712,1.469157,12.4771,1
713,0.619077,12.5262,1
714,1.036944,12.9561,1
715,0.024014,12.9236,1
716,0.052081,12.7389,1
717,0.126934,13.2163,1
718,0.001853,12.5306,1
719,0.902491,11.7195,1
720,0.004185,12.7398,1
721,0.679123,13.1679,1
722,0.000248,12.5218,1
723,0.554096,12.1597,1
724,0.033425,12.9798,1
725,0.167042,13.0335,1
726,0.236822,13.0501,1
727,0.021291,12.715,1
728,0.120581,12.4573,1
729,0.017378,12.5206,1
730,4.475316,13.0669,1
731,0.000811,12.4833,1
732,3.049431,12.11,1
733,0.110858,12.2328,1
734,0.082609,12.4391,1
735,0.097964,11.5212,1
736,0.332299,10.2545,1
737,2.972264,9.83918,1
738,0.038074,8.38871,1
739,0.032788,7.92574,1
