Problem Number,First Solution Time (s),All Solutions Time (s),Number of Solutions
232,0.002680,13.0492,1
233,0.023967,12.8655,1
234,0.148858,12.4753,4
235,1.767797,12.8279,1
236,0.000223,12.6858,1
237,0.351086,12.4132,2
238,1.470967,12.5773,3
239,0.293700,13.3283,1
240,0.000932,13.0557,1
241,1.476479,12.8789,6
242,2.234328,12.7719,6
243,4.294374,12.8512,6
244,0.866674,12.291,2
245,0.051752,12.7957,1
246,0.000073,13.0849,1
247,0.002706,13.0367,1
248,0.154439,13.0147,1
249,1.507086,12.8617,4
250,0.003917,12.9188,1
251,1.987143,12.4847,5
252,0.147797,12.0959,1
253,1.486729,12.8083,1
254,0.001392,12.6358,1
255,0.005939,12.2778,1
256,0.109354,12.2111,1
257,0.007676,12.6091,1
258,0.993661,12.3082,8
259,0.167623,12.8281,2
260,0.000067,12.2159,1
261,0.608841,12.6466,1
262,0.124608,12.8278,1
263,0.069221,12.5482,3
264,1.131613,12.4733,3
265,1.561633,12.7211,3
266,1.924629,12.4108,7
267,0.000119,12.5841,1
268,0.398388,12.2765,3
269,0.000142,11.9336,1
270,0.091310,12.645,1
271,1.465081,12.3148,1
272,1.129500,12.1086,1
273,2.528301,12.4932,3
274,0.000115,12.697,1
275,0.174405,12.8091,3
276,1.247007,12.7004,2
277,0.260200,12.3547,2
278,0.000119,11.8113,1
279,0.025244,12.2921,1
280,0.000950,12.706,1
281,0.081877,12.9206,2
282,0.179210,12.3364,2
283,4.033486,12.3441,5
284,0.173398,12.5589,3
285,0.014742,12.0198,1
286,0.882374,12.6466,5
287,0.007236,12.6276,2
288,1.382335,12.9539,5
289,0.026539,12.9708,1
290,0.140470,12.7434,1
291,1.615985,11.9821,5
292,0.211332,12.3477,1
293,0.033197,12.499,1
294,0.620373,12.6096,3
295,0.374901,13.2673,3
296,0.001259,13.0721,1
297,0.003510,13.1957,2
298,0.041272,12.5969,1
299,0.250221,12.7398,2
300,0.414292,12.7806,3
301,0.089567,12.1621,1
302,0.061662,12.5787,1
303,0.000249,12.0732,1
304,2.595269,12.9015,4
305,2.251851,12.4213,5
306,0.000122,12.446,1
307,0.160847,12.2883,2
308,5.238260,13.2292,3
309,0.000489,12.2493,1
310,0.000368,12.014,1
311,0.383274,12.4453,1
312,0.141461,12.4276,1
313,0.003242,12.4649,1
314,2.367364,12.053,3
315,0.000315,12.441,1
316,0.970330,11.562,1
317,0.017770,12.4407,1
318,0.001881,12.7455,1
319,1.075721,12.6083,3
320,0.311294,12.3434,2
321,0.104724,12.5601,2
322,0.079844,12.4201,1
323,0.933188,12.5388,1
324,0.002240,12.0722,2
325,0.303600,12.5885,2
326,1.411192,12.5625,1
327,0.175242,12.3441,1
328,1.174481,12.4009,1
329,4.182344,12.5853,2
330,2.476048,12.7104,3
331,0.261389,12.7808,1
332,1.215245,12.2067,8
333,0.325413,12.5877,2
334,0.003726,12.3387,1
335,1.828276,12.6328,1
336,3.620199,13.1876,5
337,0.341997,12.2723,1
338,0.824553,12.6402,8
339,2.580684,12.4227,7
340,0.309654,12.3444,1
341,0.000893,12.4452,1
342,2.057174,12.6742,3
343,0.253343,13.0185,1
344,0.208744,11.9681,3
345,0.028660,12.7952,5
346,0.203380,12.3224,1
347,0.744401,13.0198,3
348,0.002426,12.7771,1
349,0.109673,12.5241,1
350,3.594820,12.9146,7
351,0.000055,12.3512,1
352,0.020030,12.8263,2
353,0.040759,12.2351,2
354,0.014720,12.6833,3
355,3.700396,12.1065,3
356,0.012309,12.5854,1
357,0.007409,13.211,1
358,0.022587,12.3503,1
359,3.873792,12.6832,8
360,3.485187,12.1745,4
361,0.000260,12.6478,1
362,0.267668,11.9117,3
363,0.000864,12.8268,1
364,0.049946,12.4745,2
365,1.067238,12.5242,2
366,0.163452,12.0433,3
367,0.006289,12.0798,1
368,0.005288,12.1263,1
369,0.410387,12.7844,1
370,0.436191,12.8429,1
371,0.007206,12.1916,1
372,0.202535,12.4305,4
373,0.191466,12.5985,3
374,0.008873,12.2157,1
375,0.013022,12.502,1
376,1.066216,12.8989,6
377,3.242027,12.8208,3
378,0.115415,12.6159,8
379,2.740479,12.2797,1
380,0.000391,12.3342,1
381,0.378184,12.2663,6
382,0.029032,13.262,1
383,0.001109,12.3658,1
384,0.441500,12.1549,2
385,0.000624,12.3826,1
386,0.014631,12.6113,3
387,2.467509,12.5618,3
388,0.460363,12.7304,1
389,0.127953,12.324,3
390,0.000623,13.1181,1
391,1.043426,12.939,10
392,0.133498,13.3215,3
393,0.076384,13.287,4
394,0.001157,13.0254,1
395,0.263010,13.7625,1
396,0.006012,13.4852,1
397,4.719288,13.6771,2
398,0.940056,13.7143,5
399,2.698380,12.9937,3
400,0.057426,13.6848,1
401,0.309533,13.9171,3
402,1.143860,13.7107,5
403,0.000135,13.9397,1
404,1.409960,13.6646,4
405,0.001156,13.5485,1
406,0.203464,14.3116,1
407,0.005917,14.5513,2
408,0.387605,13.601,1
409,2.009797,14.1145,7
410,1.769261,14.0712,5
411,0.037135,14.3998,1
412,0.860413,14.4012,1
413,0.000718,14.0153,1
414,0.012650,13.5685,1
415,0.043455,14.4513,2
416,0.007204,14.4069,1
417,0.026226,13.664,1
418,0.014439,13.3149,2
419,0.106760,13.5345,1
420,0.040867,13.8639,1
421,0.006027,13.2325,1
422,0.157307,12.9134,4
423,0.041655,14.0971,1
424,1.486518,12.8999,4
425,0.340891,12.9436,1
426,0.056817,13.2819,2
427,1.341301,13.0403,4
428,1.047959,12.777,9
429,0.339820,12.981,2
430,0.136668,12.8103,3
431,0.000087,13.1911,1
432,0.001103,13.4056,1
433,0.003469,13.2902,1
434,0.915497,12.9766,5
435,0.431350,12.9758,2
436,0.022821,13.6612,1
437,0.161535,13.2848,3
438,0.871386,12.8961,5
439,0.124909,12.6121,3
440,0.014349,13.0213,1
441,0.000796,12.6285,1
442,0.038512,12.2421,1
443,0.601453,12.7281,3
444,0.249530,13.2237,1
445,1.905299,13.0132,5
446,0.572664,12.4382,3
447,1.140162,12.8724,5
448,0.057177,12.5502,1
449,0.001019,12.4084,1
450,0.157318,13.0346,2
451,0.004588,12.4378,1
452,1.563162,13.0871,8
453,0.020778,13.0031,2
454,0.000066,13.47,1
455,0.976229,13.4118,3
456,0.048505,13.3406,2
457,2.483277,12.6989,4
458,0.006341,12.5989,1
459,0.254478,13.6148,1
460,0.032244,12.4722,2
461,0.076981,12.7225,2
462,0.028195,12.6684,1
463,0.000437,14.2876,1
464,0.604485,14.0465,5
465,0.001164,14.2406,1
466,0.000952,13.9608,1
467,0.036825,14.6474,1
468,0.368181,14.1795,1
469,0.613118,14.1057,4
470,2.141845,14.2058,9
471,3.925479,14.5385,6
472,1.049113,14.0803,5
473,0.012530,13.5263,2
474,1.784141,12.3548,6
475,0.000486,12.7291,1
476,0.000466,12.764,1
477,5.185710,12.7245,5
478,0.006238,13.1754,1
479,0.007440,13.6324,1
480,0.032436,12.8815,1
481,0.149559,13.0385,2
482,1.491969,12.4062,2
483,1.415740,13.2891,2
484,0.969236,12.663,3
485,0.009915,13.011,1
486,0.805159,12.7589,2
487,0.000060,12.9313,1
488,0.085133,12.827,4
489,0.020284,12.6613,2
490,0.000083,12.0928,1
491,0.109657,12.068,2
492,3.024124,12.9521,3
493,0.644590,12.6736,5
494,0.455475,12.0811,3
495,1.003333,12.5633,5
496,0.998016,13.031,7
497,0.055707,12.8375,1
498,1.039257,12.8978,6
499,0.003363,12.5941,1
500,0.044154,12.6248,2
501,0.001801,12.6922,1
502,0.443522,13.3335,5
503,0.002791,13.3253,1
504,0.030660,12.0256,1
505,0.001327,12.6622,1
506,1.040568,12.7158,9
507,0.003301,13.3556,2
508,0.050861,12.7533,4
509,0.045934,12.4747,1
510,1.754342,13.2476,3
511,0.083490,12.7813,2
512,0.135796,12.8903,3
513,0.031898,12.545,1
514,1.937578,13.3449,5
515,0.815668,12.2092,2
516,1.002689,12.576,1
517,0.606041,12.6686,5
518,0.037513,12.8515,1
519,3.387186,12.3032,2
520,0.002118,12.644,1
521,2.416856,12.833,2
522,2.785357,12.8807,4
523,3.648203,12.1902,5
524,0.165790,12.4544,1
525,1.783324,12.2475,3
526,0.013902,12.1596,1
527,0.866056,12.6342,1
528,0.065177,12.4495,1
529,0.001038,12.4575,1
530,0.024027,13.338,1
531,2.264010,13.0265,2
532,0.000816,13.5462,1
533,1.317866,13.3726,4
534,0.024815,13.1369,1
535,0.009585,13.0177,1
536,0.573477,13.089,2
537,4.062197,13.339,6
538,0.032716,13.0597,1
539,0.039534,13.0311,2
540,0.195894,13.2455,2
541,1.714737,13.2907,6
542,0.166035,12.8791,1
543,3.983706,12.3406,4
544,0.072854,12.5534,1
545,0.253517,12.4229,1
546,0.985865,13.2641,4
547,0.121413,12.5392,1
548,4.974965,12.5316,3
549,0.785417,12.6943,2
550,0.499183,12.579,5
551,2.771852,12.5946,5
552,0.317859,12.2558,4
553,0.007296,13.377,2
554,0.257989,11.8933,5
555,0.000095,13.1193,1
556,0.011500,12.9085,2
557,0.009296,12.8591,1
558,0.544529,12.7568,6
559,3.842881,12.1336,4
560,0.001298,12.375,1
561,0.000184,12.238,1
562,0.011754,12.9345,1
563,0.546923,13.1934,3
564,4.390334,13.6869,4
565,2.186841,13.5673,3
566,0.010940,12.6206,1
567,0.259458,13.9317,1
568,4.322491,13.6908,4
569,0.001422,13.5234,1
570,0.005389,13.1692,1
571,0.210210,13.5353,3
572,0.175863,13.5137,2
573,0.034985,13.6662,2
574,0.039407,13.7541,1
575,0.035759,12.8983,1
576,2.513550,13.0962,2
577,0.000550,13.1503,1
578,1.080026,12.7795,2
579,0.004439,12.7101,1
580,0.014539,13.2841,2
581,0.022083,13.0382,1
582,2.708029,13.8449,6
583,0.137263,12.6521,1
584,0.176754,13.0551,1
585,0.451373,12.6499,3
586,1.794152,12.2811,5
587,0.000149,13.3316,1
588,3.216702,12.7593,1
589,4.946119,12.9945,4
590,1.493008,13.1833,4
591,3.320612,13.4805,7
592,1.710401,12.7608,1
593,0.229893,12.3666,2
594,0.254995,12.8712,2
595,0.000443,12.1786,1
596,1.505492,11.7228,3
597,0.000393,12.8331,1
598,0.397697,12.7437,2
599,0.008564,12.3074,2
600,0.020925,12.5516,1
601,2.213476,12.4776,3
602,0.258595,12.6492,3
603,2.758398,11.9882,2
604,0.037580,12.1089,1
605,1.366165,12.5952,5
606,4.495658,12.7837,5
607,0.019893,12.3207,1
608,0.003869,12.7015,1
609,0.032056,12.4102,1
610,0.751219,12.1468,2
611,0.000301,12.4392,1
612,0.551922,12.6384,3
613,0.182113,13.0333,2
614,0.212890,12.4103,2
615,0.026883,13.3039,1
616,2.312277,12.8526,3
617,0.606608,12.6628,2
618,0.517641,13.2812,5
619,0.002485,12.1361,1
620,3.139234,12.8786,4
621,0.000078,12.844,1
622,0.000125,13.2252,1
623,0.000393,12.5651,1
624,0.149555,12.2542,1
625,0.000150,12.4431,1
626,0.121588,12.2366,1
627,0.015924,12.3623,2
628,0.008660,12.8487,2
629,0.801745,12.8576,2
630,1.269771,13.1919,5
631,1.625540,12.8545,7
632,0.453038,12.7776,1
633,0.060310,13.3326,2
634,1.860927,13.3824,3
635,0.224750,13.1713,3
636,0.329613,12.6785,1
637,0.513446,12.7669,3
638,0.031754,12.5856,2
639,1.765049,12.3983,5
640,2.894752,12.9449,1
641,0.005171,12.7363,1
642,0.000752,13.0424,1
643,0.272952,11.9741,1
644,0.239827,12.9856,1
645,0.000118,12.8985,1
646,0.188604,12.2465,1
647,1.569680,13.2957,2
648,0.003465,12.7721,1
649,2.963216,13.091,5
650,0.009901,13.0154,1
651,0.003445,13.1819,1
652,0.014122,13.083,1
653,0.004236,13.5122,1
654,0.001185,12.9489,1
655,0.944438,12.9357,1
656,2.151531,13.1225,3
657,1.068562,13.1191,4
658,0.205380,13.2129,2
659,1.401459,13.2539,4
660,0.132374,13.4036,1
661,0.045848,13.2559,1
662,0.045927,13.0318,3
663,0.730225,11.82,2
664,0.718784,12.6433,3
665,0.003509,12.4023,1
666,0.003018,12.3466,1
667,0.218972,13.0472,1
668,0.340787,12.8143,1
669,0.000386,13.1326,1
670,0.053437,13.3349,3
671,0.006506,13.1019,1
672,0.005323,12.6722,1
673,1.457793,12.9501,3
674,0.000167,13.3657,1
675,0.001151,13.118,1
676,0.040001,13.2901,1
677,0.002964,13.2098,1
678,0.479650,13.9169,1
679,0.006984,13.6605,1
680,3.613243,13.1929,5
681,0.019456,13.6029,1
682,0.008416,13.0669,1
683,1.017241,13.6597,4
684,0.000504,14.4822,1
685,0.255616,14.3114,1
686,0.115003,14.3649,1
687,0.859793,14.172,2
688,4.057076,14.5771,6
689,0.002041,14.8239,1
690,0.111418,14.1898,1
691,0.858590,13.6537,3
692,0.001293,14.1426,1
693,0.000046,13.6329,1
694,0.017400,13.4479,1
695,0.603154,13.2768,1
696,0.093012,13.5634,2
697,0.485180,14.009,8
698,0.643844,13.3245,3
699,0.000035,13.3601,1
700,0.842666,14.2022,7
701,0.026621,13.8018,1
702,2.836158,12.4803,7
703,0.044618,13.2678,1
704,0.001183,13.2478,1
705,0.964109,12.5505,4
706,1.162723,13.1407,6
707,1.236898,12.5637,2
708,0.004211,12.9995,1
709,0.065948,12.8844,1
710,0.041731,13.1843,2
711,0.000028,13.3694,1
712,0.355269,13.2672,2
713,1.541117,13.0416,8
714,4.603273,13.1754,5
715,0.018238,13.749,2
716,0.098332,12.8372,1
717,0.362809,14.2129,2
718,0.006262,13.5301,1
719,0.029213,13.7027,2
720,0.009506,13.3787,1
721,0.002669,13.7566,1
722,0.030756,13.4831,1
723,1.724106,13.2738,5
724,0.676909,12.8984,7
725,0.008872,11.7397,1
726,4.638752,12.6272,4
727,0.007055,12.975,1
728,1.017670,12.5031,7
729,0.000062,12.8395,1
730,3.757856,12.7899,3
731,0.013690,12.2053,1
732,0.735955,12.4433,2
733,0.170931,13.2729,7
734,0.003090,12.508,1
735,2.064851,12.926,6
736,0.000698,13.5123,1
737,0.001393,13.0657,1
738,1.698982,12.3271,3
739,0.153121,12.368,1
740,0.159944,12.5777,3
741,0.035632,12.4114,1
742,3.970357,13.0095,6
743,0.550344,12.3456,4
744,0.003064,11.8142,1
745,0.180423,11.8237,3
746,0.815998,11.6054,2
747,0.003371,11.2775,1
748,0.898939,11.2803,2
749,0.676809,9.27511,3
