Problem Number,First Solution Time (s),All Solutions Time (s),Number of Solutions
1,0.7507071495056152,5.78443717956543,1
2,0.03633308410644531,5.803316116333008,1
3,0.5578932762145996,5.808380126953125,3
4,0.0007460117340087891,5.751068830490112,1
5,0.0004889965057373047,5.794717073440552,1
6,0.20531916618347168,5.7748942375183105,1
7,0.13106012344360352,5.823083877563477,1
8,0.38251590728759766,5.843175888061523,1
9,0.14843487739562988,5.852272987365723,1
10,0.005403995513916016,5.839373826980591,1
11,0.6996817588806152,5.809560775756836,1
12,1.090238094329834,5.817312717437744,1
13,1.162708044052124,5.88689112663269,1
14,2.0335700511932373,5.8681840896606445,1
15,0.0002498626708984375,5.832147121429443,1
16,0.010160207748413086,5.82222318649292,1
17,0.33320188522338867,5.82395601272583,1
18,0.03397011756896973,5.809842109680176,1
19,0.30887603759765625,5.964270830154419,1
20,0.07942700386047363,5.900756120681763,1
21,0.12781906127929688,5.821765184402466,1
22,0.2958688735961914,5.852771759033203,1
23,0.9674639701843262,5.7946460247039795,1
24,0.4133718013763428,5.7867958545684814,1
25,0.025471925735473633,5.811061143875122,1
26,0.9208550453186035,5.827115058898926,1
27,0.046339988708496094,5.817576885223389,1
28,0.0007619857788085938,5.791960954666138,1
29,0.29123902320861816,5.816463947296143,1
30,0.0003859996795654297,5.846427917480469,1
31,0.07148575782775879,5.890139818191528,1
32,0.0033652782440185547,5.871575117111206,1
33,0.0004200935363769531,5.806575059890747,1
34,0.029291152954101562,5.808053016662598,1
35,0.1273636817932129,5.821964979171753,1
36,0.011386871337890625,5.76663875579834,1
37,0.0012199878692626953,5.837115049362183,1
38,0.05232691764831543,5.809165000915527,2
39,0.9515688419342041,5.952857971191406,1
40,0.00013899803161621094,5.8640711307525635,1
41,0.0969400405883789,5.837230205535889,1
42,0.2734189033508301,5.804679870605469,1
43,0.2975270748138428,5.803915023803711,1
44,0.0034627914428710938,5.911895036697388,1
45,0.011787176132202148,5.84606409072876,1
46,2.1216630935668945,5.790459871292114,1
47,0.1151580810546875,5.80220103263855,1
48,0.0002682209014892578,5.847607135772705,1
49,0.0003898143768310547,5.829476833343506,1
50,0.0010318756103515625,5.970731735229492,1
51,0.276947021484375,5.8336567878723145,1
52,0.5588388442993164,5.783257961273193,1
53,0.3791048526763916,5.887954950332642,1
54,0.6121010780334473,5.793188095092773,1
55,0.6679689884185791,5.785231113433838,1
56,0.0004017353057861328,5.798799753189087,1
57,0.0024509429931640625,5.7783191204071045,1
58,0.6635122299194336,5.802487134933472,1
59,0.06898713111877441,5.823519945144653,1
60,0.00038909912109375,5.941798210144043,1
61,1.3783979415893555,5.807494878768921,1
62,1.5892629623413086,5.809854984283447,1
63,0.005990266799926758,6.170734167098999,1
64,0.0010349750518798828,6.529136896133423,1
65,0.20464491844177246,5.8932271003723145,1
66,0.6107590198516846,6.32964301109314,1
67,0.0086822509765625,6.4706151485443115,1
68,0.05004715919494629,5.993233919143677,1
69,0.00779271125793457,6.043216705322266,1
70,4.506111145019531e-05,5.9963319301605225,1
71,0.7850890159606934,5.968294858932495,1
72,0.0016739368438720703,5.821809768676758,1
73,0.03171205520629883,5.848590135574341,1
74,3.910064697265625e-05,5.816356182098389,1
75,0.016155004501342773,5.794337034225464,1
76,1.6880600452423096,5.848433971405029,1
77,0.001981973648071289,5.833538770675659,1
78,0.8108108043670654,5.84464693069458,1
79,0.0035190582275390625,6.156309127807617,1
80,0.0008299350738525391,5.812105894088745,1
81,0.0022230148315429688,5.908941030502319,1
82,0.0024940967559814453,5.81317400932312,1
83,0.03994274139404297,5.810723781585693,1
84,0.6219592094421387,5.828514099121094,1
85,1.586134672164917,5.784705638885498,1
86,0.002343893051147461,5.779958963394165,1
87,1.8738808631896973,5.7859227657318115,1
88,0.00014591217041015625,5.859516859054565,1
89,0.010776996612548828,5.841055870056152,1
90,2.0345559120178223,5.781905889511108,2
91,0.07747793197631836,5.891788959503174,2
92,1.0013580322265625e-05,5.879001140594482,1
93,1.5539882183074951,5.850021123886108,1
94,0.22757720947265625,5.880941152572632,2
95,0.042368173599243164,5.847323179244995,1
