Problem Number,Time Taken (s),Best Fitness,Stopped By Condition,Last Generation
206,0.033799,2454,true,4
207,0.0169809,1761,true,2
208,0.0253941,1024,true,3
209,0.0335343,917,true,4
210,0.0420286,833,true,5
211,0.0169583,1691,true,2
212,0.0169983,53,true,2
213,0.0504666,957,true,6
214,0.0338828,1569,true,4
215,0.0170769,275,true,2
216,0.0421411,392,true,5
217,0.0337115,1637,true,4
218,0.0255999,3840,true,3
219,0.0169004,1762,true,2
220,0.0169039,1819,true,2
221,0.017121,2366,true,2
222,0.0252922,4810,true,3
223,0.0168637,1436,true,2
224,0.0253411,379,true,3
225,0.0670775,431,true,8
226,0.0337615,876,true,4
227,0.0336072,503,true,4
228,0.0252208,359,true,3
229,0.0252191,0,false,3
230,0.0169641,451,true,2
231,0.0338808,1220,true,4
232,0.0170764,4000,true,2
233,0.0170774,12486,true,2
234,0.0170027,12850,true,2
235,0.0170472,357,true,2
236,0.0253994,1068,true,3
237,0.0336465,569,true,4
238,0.0169105,8664,true,2
239,0.0170982,7174,true,2
240,0.0252767,479,true,3
241,0.0252933,2359,true,3
242,0.0336005,4600,true,4
243,0.0255578,2332,true,3
244,0.0421152,3,true,5
245,0.0169107,1314,true,2
246,0.0169455,1955,true,2
247,0.0169173,405,true,2
248,0.0171768,7619,true,2
249,0.042072,1645,true,5
250,0.0169711,6726,true,2
251,0.0340477,210,true,4
252,0.0672136,1951,true,8
253,0.033763,1081,true,4
254,0.0589252,220,true,7
255,0.0169338,6884,true,2
256,0.033719,124,true,4
257,0.0336811,774,true,4
258,0.0334773,1079,true,4
259,0.025397,655,true,3
260,0.0336323,2954,true,4
261,0.0167879,385,true,2
262,0.0169143,236,true,2
263,0.0418062,1037,true,5
264,0.0167999,4809,true,2
265,0.0588258,329,true,7
266,0.0335412,1996,true,4
267,0.0590718,2413,true,7
268,0.0336535,416,true,4
269,0.0168754,1021,true,2
270,0.0169149,890,true,2
271,0.0169234,208,true,2
272,0.0169952,1140,true,2
273,0.000196334,0,false,0
274,0.0168352,6215,true,2
275,0.0170384,85,true,2
276,0.0421399,2286,true,5
277,0.0254498,2398,true,3
278,0.0170975,819,true,2
279,0.0336934,2085,true,4
280,0.0336463,4836,true,4
281,0.0253961,2189,true,3
282,0.0336293,1134,true,4
283,0.0252865,1068,true,3
284,0.0513604,706,true,6
285,0.0428163,1315,true,5
286,0.0422891,300,true,5
287,0.0255958,7549,true,3
288,0.0170051,3326,true,2
289,0.0170258,1469,true,2
290,0.0339447,967,true,4
291,0.0255551,3754,true,3
292,0.0588824,5177,true,7
293,0.0336521,2033,true,4
294,0.0170319,3045,true,2
295,0.033947,1729,true,4
296,0.0169094,3198,true,2
297,0.0169298,6007,true,2
298,0.0337763,1314,true,4
299,0.0336622,1514,true,4
300,0.033354,1282,true,4
301,0.0339352,469,true,4
302,0.0255045,5789,true,3
303,0.0507138,126,true,6
304,0.0253359,377,true,3
305,0.0257869,6185,true,3
306,0.0265945,2310,true,3
307,0.0270251,14420,true,3
308,0.0267874,2505,true,3
309,0.0610044,1663,true,7
310,0.0343617,43,true,4
311,0.0346069,597,true,4
312,0.017394,1418,true,2
313,0.017373,6142,true,2
314,0.0428818,1458,true,5
315,0.0173127,12563,true,2
316,0.0263273,670,true,3
317,0.0185559,1852,true,2
318,0.0254821,1487,true,3
319,0.017126,5238,true,2
320,0.0171492,2054,true,2
321,0.0340714,4631,true,4
322,0.0171153,3039,true,2
323,0.033784,54,true,4
324,0.0254519,1123,true,3
325,0.042257,515,true,5
326,0.0421797,3,true,5
327,0.0338286,2762,true,4
328,0.0253661,5087,true,3
329,0.0254517,1278,true,3
330,0.0253754,1276,true,3
331,0.0426962,618,true,5
332,0.0423941,1798,true,5
333,0.0170665,792,true,2
334,0.0338803,1352,true,4
335,0.0505317,1174,true,6
336,0.025404,888,true,3
337,0.0338241,2289,true,4
338,0.0169954,2843,true,2
339,0.0170568,8226,true,2
340,0.0252939,3124,true,3
341,0.0169096,374,true,2
342,0.0672125,816,true,8
343,0.0335878,1449,true,4
344,0.0253767,10052,true,3
345,0.033739,306,true,4
346,0.0169884,4585,true,2
347,0.0253335,2547,true,3
348,0.0503838,3074,true,6
349,0.033675,521,true,4
350,0.0422548,6311,true,5
351,0.033978,1599,true,4
352,0.017178,1856,true,2
353,0.0257181,2024,true,3
354,0.0337231,1229,true,4
355,0.0169755,993,true,2
356,0.0339205,923,true,4
357,0.0169147,9996,true,2
358,0.0255018,1745,true,3
359,0.0337847,438,true,4
360,0.0170494,3834,true,2
361,0.0422453,567,true,5
362,0.0254265,1085,true,3
363,0.0256351,313,true,3
364,0.0255475,735,true,3
365,0.0422848,1213,true,5
366,0.0253622,1111,true,3
367,0.0170922,719,true,2
368,0.0170325,245,true,2
369,0.0170643,1555,true,2
370,0.0255431,2268,true,3
371,0.0255125,342,true,3
372,0.0254701,417,true,3
373,0.0341377,9,true,4
374,0.0338975,1947,true,4
375,0.0169933,5599,true,2
376,0.0170097,2745,true,2
377,0.017017,4469,true,2
378,0.0170226,6072,true,2
379,0.02536,729,true,3
380,0.0171008,1728,true,2
381,0.0252949,1092,true,3
382,0.025463,8881,true,3
383,0.0423471,3590,true,5
384,0.0421637,2072,true,5
385,0.0169998,2343,true,2
386,0.0343595,153,true,4
387,0.0170734,26,true,2
388,0.0174312,2292,true,2
389,0.0429418,1972,true,5
390,0.0172427,4043,true,2
391,0.0510731,22,true,6
392,0.0261413,788,true,3
393,0.034116,933,true,4
394,0.0172296,832,true,2
395,0.0515559,1106,true,6
396,0.0441015,1438,true,5
397,0.0253756,4663,true,3
398,0.058817,872,true,7
399,0.0336234,526,true,4
400,0.0254407,2785,true,3
401,0.0169084,328,true,2
402,0.0336553,617,true,4
403,0.017088,1152,true,2
404,0.0170374,3847,true,2
405,0.0337434,637,true,4
406,0.0340753,8554,true,4
407,0.0343338,1899,true,4
408,0.0409607,925,true,4
409,0.0265592,6942,true,3
410,0.0176676,1953,true,2
411,0.017285,3839,true,2
412,0.0172964,3167,true,2
413,0.034247,1452,true,4
414,0.0256274,7235,true,3
415,0.034117,549,true,4
416,0.0257118,305,true,3
417,0.0427476,1167,true,5
418,0.034208,1822,true,4
419,0.0255597,3868,true,3
420,0.0341082,2427,true,4
421,0.068711,715,true,8
422,0.0598738,2791,true,7
423,0.0171859,4278,true,2
424,0.0174316,166,true,2
425,0.0172876,2108,true,2
426,0.02571,4843,true,3
427,0.0171428,836,true,2
428,0.0172538,2547,true,2
429,0.02871,144,true,3
430,0.0273097,26,true,3
431,0.0370505,2010,true,4
432,0.0199055,213,true,2
433,0.0347245,377,true,4
434,0.0342166,6505,true,4
435,0.0513056,251,true,6
436,0.0172029,1706,true,2
437,0.0173691,1882,true,2
438,0.0343706,2042,true,4
439,0.0173616,1991,true,2
440,0.0512835,363,true,6
441,0.0171265,7071,true,2
442,0.017302,2803,true,2
443,0.0255782,622,true,3
444,0.034356,1881,true,4
445,0.043053,1845,true,5
446,0.0340434,829,true,4
447,0.0344922,4577,true,4
448,0.0171882,557,true,2
449,0.0342181,6756,true,4
450,0.0171557,1497,true,2
451,0.0168517,196,true,2
452,0.0251322,1966,true,3
453,0.0170286,2866,true,2
454,0.0256583,2058,true,3
455,0.0171528,3211,true,2
456,0.0254798,6005,true,3
457,0.0171097,819,true,2
458,0.0341886,472,true,4
459,0.0340046,166,true,4
460,0.0511107,1985,true,6
461,0.0593616,911,true,7
462,0.0338249,927,true,4
463,0.0341272,3325,true,4
464,0.0254686,529,true,3
465,0.0170649,386,true,2
466,0.0254438,6700,true,3
467,0.0171798,326,true,2
468,0.0339617,3319,true,4
469,0.0339175,320,true,4
470,0.0183854,3373,true,2
471,0.017684,3160,true,2
472,0.0292964,2233,true,3
473,0.0190527,538,true,2
474,0.0433124,3089,true,4
475,0.0190225,554,true,2
476,0.0273802,743,true,3
477,0.0376064,408,true,4
478,0.045439,441,true,5
479,0.0180466,438,true,2
480,0.018143,1469,true,2
481,0.0540917,86,true,6
482,0.0267732,1253,true,3
483,0.0365513,2167,true,4
484,0.0178135,1031,true,2
485,0.0268321,825,true,3
486,0.0883728,1254,true,10
487,0.0176578,4419,true,2
488,0.01729,3809,true,2
489,0.025531,4989,true,3
490,0.0339935,532,true,4
491,0.0171289,1806,true,2
492,0.0339148,314,true,4
493,0.025547,1311,true,3
494,0.0254643,1068,true,3
495,0.0170445,831,true,2
496,0.0255728,6165,true,3
497,0.0507667,4309,true,6
498,0.0171095,5116,true,2
499,0.0170356,442,true,2
500,0.0170326,10253,true,2
501,0.0169873,2342,true,2
502,0.0170388,451,true,2
503,0.025435,4867,true,3
504,0.042437,3358,true,5
505,0.0170295,5012,true,2
506,0.0171142,522,true,2
507,0.0168876,34,true,2
508,0.0170224,1526,true,2
509,0.0508136,3154,true,6
510,0.0169995,197,true,2
511,0.0169659,1460,true,2
512,0.0337446,4799,true,4
513,0.0509285,1527,true,6
514,0.0171079,1449,true,2
515,0.0507256,2679,true,6
516,0.0254192,1860,true,3
517,0.0331865,2039,true,4
518,0.0254383,1822,true,3
519,0.0255748,456,true,3
520,0.0255535,1949,true,3
521,0.0254502,543,true,3
522,0.0171798,4814,true,2
523,0.0424707,1882,true,5
524,0.0293968,1387,true,3
525,0.0181134,431,true,2
526,0.034106,546,true,4
527,0.0257025,2237,true,3
528,0.0258407,110,true,3
529,0.0172482,1499,true,2
530,0.0172229,1738,true,2
531,0.0256315,5016,true,3
532,0.017164,4408,true,2
533,0.0510017,136,true,6
534,0.0256078,2872,true,3
535,0.0341351,3472,true,4
536,0.0255655,3029,true,3
537,0.0340752,3736,true,4
538,0.017123,3287,true,2
539,0.017203,1463,true,2
540,0.0171132,140,true,2
541,0.0344143,3222,true,4
542,0.0428429,845,true,5
543,0.0258615,5962,true,3
544,0.034575,1122,true,4
545,0.0175981,1171,true,2
546,0.0257906,852,true,3
547,0.0172141,342,true,2
548,0.0172273,1040,true,2
549,0.0342346,644,true,4
550,0.0430273,82,true,5
551,0.0341057,2837,true,4
552,0.0171525,642,true,2
553,0.0256775,2802,true,3
554,0.0594377,4196,true,7
555,0.0171653,605,true,2
556,0.0171747,1641,true,2
557,0.034301,298,true,4
558,0.0256791,2766,true,3
559,0.0171912,225,true,2
560,0.0256353,715,true,3
561,0.0172974,596,true,2
562,0.0342489,1248,true,4
563,0.0255928,1645,true,3
564,0.017138,4097,true,2
565,0.0255325,926,true,3
566,0.0171965,967,true,2
567,0.0343147,2985,true,4
568,0.0171375,6403,true,2
569,0.0171885,43,true,2
570,0.0257802,3350,true,3
571,0.0258214,377,true,3
572,0.0430701,583,true,5
573,0.0172514,1136,true,2
574,0.0426423,3112,true,5
575,0.0171963,4064,true,2
576,0.0346747,392,true,4
577,0.0171923,3360,true,2
578,0.0260084,16,true,3
579,0.0174224,640,true,2
580,0.0343016,1172,true,4
581,0.017244,2000,true,2
582,0.0257755,728,true,3
583,0.034304,1449,true,4
584,0.0342651,1424,true,4
585,0.0258654,1552,true,3
586,0.0341492,904,true,4
587,0.0167566,1215,true,2
588,0.0251555,3797,true,3
589,0.0675205,580,true,8
590,0.0339163,6292,true,4
591,0.0170953,6103,true,2
592,0.0426364,239,true,5
593,0.0342097,1267,true,4
594,0.0256845,2208,true,3
595,0.0257674,2555,true,3
596,0.0340552,59,true,4
597,0.025584,364,true,3
598,0.0340126,1236,true,4
599,0.0171413,888,true,2
600,0.0175741,690,true,2
601,0.0340495,3,true,4
602,0.025515,846,true,3
603,0.0424308,3936,true,5
604,0.025532,112,true,3
605,0.0510144,1820,true,6
606,0.0171524,890,true,2
607,0.0424139,1705,true,5
608,0.0170933,5521,true,2
609,0.0255303,787,true,3
610,0.0341685,2048,true,4
611,0.0427368,1146,true,5
612,0.0424985,3029,true,5
613,0.0341205,4412,true,4
614,0.0341168,1771,true,4
615,0.0338249,2145,true,4
616,0.0254491,1852,true,3
617,0.0170563,858,true,2
618,0.0171534,1556,true,2
619,0.0423566,507,true,5
620,0.0255901,7533,true,3
621,0.018588,1704,true,2
622,0.0457575,790,true,5
623,0.0609227,178,true,7
624,0.0262497,2889,true,3
625,0.0257574,2205,true,3
626,0.0256605,2245,true,3
627,0.025691,1524,true,3
628,0.0171627,964,true,2
629,0.0256506,174,true,3
630,0.0256615,6724,true,3
631,0.0341376,1203,true,4
632,0.0511084,453,true,6
633,0.0171707,394,true,2
634,0.0344925,198,true,4
635,0.0257068,548,true,3
636,0.017279,807,true,2
637,0.0511069,587,true,6
638,0.0257821,58,true,3
639,0.0428834,367,true,5
640,0.0173314,7934,true,2
641,0.0171814,7786,true,2
642,0.017129,150,true,2
643,0.0256746,756,true,3
644,0.0509957,3522,true,6
645,0.0425473,4272,true,5
646,0.0256745,1718,true,3
647,0.017189,2244,true,2
648,0.034151,1257,true,4
649,0.0342774,2094,true,4
650,0.0257905,1559,true,3
651,0.0427149,333,true,5
652,0.0679975,3526,true,8
653,0.0425355,654,true,5
654,0.017188,254,true,2
655,0.0172787,908,true,2
656,0.0172551,4368,true,2
657,0.0172748,3336,true,2
658,0.0172158,2272,true,2
659,0.0173283,8997,true,2
660,0.0172242,595,true,2
661,0.04261,2252,true,5
662,0.0171351,2313,true,2
663,0.0171653,3523,true,2
664,0.0256041,1148,true,3
665,0.0340597,18,true,4
666,0.0171647,5355,true,2
667,0.0171462,2254,true,2
668,0.0426315,558,true,5
669,0.059906,922,true,7
670,0.0426248,150,true,5
671,0.0172138,3009,true,2
672,0.0256387,1816,true,3
673,0.0255431,2750,true,3
674,0.0511581,1524,true,6
675,0.0254677,5169,true,3
676,0.0424779,1292,true,5
677,0.0255124,5324,true,3
678,0.0341313,1882,true,4
679,0.0255857,441,true,3
680,0.0594793,689,true,7
681,0.0164161,7637,true,2
682,0.0332489,4593,true,4
683,0.0168543,3553,true,2
684,0.0167918,1625,true,2
685,0.0168325,1468,true,2
686,0.025224,3514,true,3
687,0.0342172,2668,true,4
688,0.0438532,225,true,5
689,0.0589495,34,true,7
690,0.0252669,7939,true,3
691,0.0170443,1351,true,2
692,0.025342,149,true,3
693,0.0171308,1322,true,2
694,0.033591,1720,true,4
695,0.0337167,1403,true,4
696,0.0169389,1913,true,2
697,0.0338397,70,true,4
698,0.0178201,4,true,2
699,0.0256965,4387,true,3
700,0.0343234,35,true,4
701,0.0504573,13,true,6
702,0.0255952,2817,true,3
703,0.0426067,338,true,5
704,0.017105,159,true,2
705,0.0596776,410,true,7
706,0.017172,2608,true,2
707,0.0256744,2558,true,3
708,0.0256877,601,true,3
709,0.0256873,638,true,3
710,0.0340523,2618,true,4
711,0.0170945,9180,true,2
712,0.0340677,562,true,4
713,0.0171952,2192,true,2
714,0.0255782,6135,true,3
715,0.0339697,1162,true,4
716,0.0171023,3127,true,2
717,0.0170926,181,true,2
718,0.025706,3687,true,3
719,0.0255189,227,true,3
720,0.0256166,876,true,3
721,0.0170406,3206,true,2
722,0.0170543,5414,true,2
723,0.0170508,544,true,2
724,0.025521,2302,true,3
725,0.0339591,1528,true,4
726,0.0170887,732,true,2
727,0.0339671,2278,true,4
728,0.0171517,9049,true,2
729,0.0508077,185,true,6
730,0.0170707,1871,true,2
731,0.025469,311,true,3
732,0.025556,1781,true,3
733,0.0254643,2922,true,3
734,0.0424398,14,true,5
735,0.059366,1934,true,7
736,0.0340169,5020,true,4
737,0.0170559,3209,true,2
738,0.033987,54,true,4
739,0.0171637,3324,true,2
740,0.0342452,847,true,4
741,0.0341393,1204,true,4
742,0.0255562,1251,true,3
743,0.0172138,299,true,2
744,0.0507265,2076,true,6
745,0.0339146,1703,true,4
746,0.0170544,1996,true,2
747,0.04259,792,true,5
748,0.0170253,1649,true,2
749,0.0508508,5023,true,6
750,0.0172565,79,true,2
751,0.0592832,3081,true,7
752,0.0339854,928,true,4
753,0.025634,1057,true,3
754,0.0170906,1169,true,2
755,0.0595263,1113,true,7
756,0.017107,1305,true,2
757,0.0341587,238,true,4
758,0.0171691,1757,true,2
759,0.0257019,6893,true,3
760,0.0423535,1025,true,5
761,0.0170581,210,true,2
762,0.0423456,539,true,5
763,0.0254278,323,true,3
764,0.0170658,433,true,2
